college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
	30f91fe9d8d31a5e4fc451d290e6180e		Scharman, Janet S.	Associate Clinical Professor	Counseling Psychology and Special Education		PhD	University of Utah	1992	
	30f91fe9d8d31a5e4fc451d290e6180e		Smith, Timothy B.	Professor	Counseling Psychology and Special Education		PhD	Utah State University	1997	
	30f91fe9d8d31a5e4fc451d290e6180e		Worthen, Vaughn E.	Clinical Professor	Counseling Psychology and Special Education		PhD	University of Kansas	1993	
	30f91fe9d8d31a5e4fc451d290e6180e		Young, Ellie L.	Associate Professor	Counseling Psychology and Special Education		PhD	University of South Florida	2001	
	30f91fe9d8d31a5e4fc451d290e6180e		Young, K. Richard	Professor	Counseling Psychology and Special Education		PhD	University of Utah	1973	
	5eb625c647de76915f2b28b5643ff96f		Boren, David M.	Assistant Clinical Professor	Educational Leadership and Foundations		PhD	Brigham Young University	2010	
	5eb625c647de76915f2b28b5643ff96f		Ferrin, Scott E.	Professor	Educational Leadership and Foundations		EdD	Harvard University	1996	
	5eb625c647de76915f2b28b5643ff96f		Geo-JaJa, MacLeans A.	Professor	Educational Leadership and Foundations		PhD	University of Utah	1986	
	5eb625c647de76915f2b28b5643ff96f		Hallam, Pamela	Associate Professor	Educational Leadership and Foundations		PhD	University of Utah	2006	
	5eb625c647de76915f2b28b5643ff96f		Hilton, Sterling C.	Associate Professor	Educational Leadership and Foundations		PhD	Johns Hopkins University	1996	
	5eb625c647de76915f2b28b5643ff96f		Hite, Julie M.	Professor	Educational Leadership and Foundations		PhD	University of Utah	1999	
	5eb625c647de76915f2b28b5643ff96f		Hite, Steven J.	Professor	Educational Leadership and Foundations		EdD	Harvard University	1985	
	5eb625c647de76915f2b28b5643ff96f		Mayes, Clifford T.	Professor	Educational Leadership and Foundations		PhD	University of Utah	1997	
	5eb625c647de76915f2b28b5643ff96f		Randall, E. Vance	Professor	Educational Leadership and Foundations		PhD	Cornell University	1989	
	5eb625c647de76915f2b28b5643ff96f		Richards, A. LeGrand	Associate Professor	Educational Leadership and Foundations		PhD	Brigham Young University	1982	
	c68ddbd4c44322082a56b8188822e017		Archibald, James K.	Professor	Electrical and Computer Engineering		PhD	University of Washington	1987	
	c68ddbd4c44322082a56b8188822e017		Bangerter, Neal K.	Associate Professor	Electrical and Computer Engineering		PhD	Stanford University	2004	
	c68ddbd4c44322082a56b8188822e017		Beard, Randal W.	Professor	Electrical and Computer Engineering		PhD	Rensselaer Polytechnic Institute	1995	
	c68ddbd4c44322082a56b8188822e017		Comer, David J.	Professor	Electrical and Computer Engineering		PhD	Washington State University	1966	
	c68ddbd4c44322082a56b8188822e017		Hawkins, Aaron R.	Professor	Electrical and Computer Engineering		PhD	University of California, Santa Barbara	1998	
	c68ddbd4c44322082a56b8188822e017		Hutchings, Brad L.	Professor	Electrical and Computer Engineering		PhD	University of Utah	1992	
	c68ddbd4c44322082a56b8188822e017		Jeffs, Brian D.	Professor	Electrical and Computer Engineering		PhD	University of Southern California	1989	
	c68ddbd4c44322082a56b8188822e017		Jensen, Michael A.	Professor	Electrical and Computer Engineering		PhD	University of California, Los Angeles	1994	
	c68ddbd4c44322082a56b8188822e017		Lee, D. J.	Professor	Electrical and Computer Engineering		PhD	Texas Tech University	1990	
	c68ddbd4c44322082a56b8188822e017		Long, David G.	Professor	Electrical and Computer Engineering		PhD	University of Southern California	1989	
	c68ddbd4c44322082a56b8188822e017		Mazzeo, Brian A.	Assistant Professor	Electrical and Computer Engineering		PhD	University of Cambridge	2008	
	c68ddbd4c44322082a56b8188822e017		Nelson, Brent E.	Professor	Electrical and Computer Engineering		PhD	University of Utah	1984	
	c68ddbd4c44322082a56b8188822e017		Nordin, Gregory P.	Professor	Electrical and Computer Engineering		PhD	University of Southern California	1992	
	c68ddbd4c44322082a56b8188822e017		Penry, David A.	Associate Professor	Electrical and Computer Engineering		PhD	Princeton University	2006	
	c68ddbd4c44322082a56b8188822e017		Rice, Michael	Professor	Electrical and Computer Engineering		PhD	Georgia Institute of Technology	1991	
	c68ddbd4c44322082a56b8188822e017		Schultz, Stephen M.	Professor	Electrical and Computer Engineering		PhD	Georgia Institute of Technology	1999	
	c68ddbd4c44322082a56b8188822e017		Selfridge, Richard H.	Professor	Electrical and Computer Engineering		PhD	University of California, Davis	1984	
	c68ddbd4c44322082a56b8188822e017		Stirling, Wynn C.	Professor	Electrical and Computer Engineering		PhD	Stanford University	1983	
	c68ddbd4c44322082a56b8188822e017		Warnick, Karl	Professor	Electrical and Computer Engineering		PhD	Brigham Young University	1997	
	c68ddbd4c44322082a56b8188822e017		Wilde, Doran	Associate Professor	Electrical and Computer Engineering		PhD	Oregon State University	1995	
	c68ddbd4c44322082a56b8188822e017		Wirthlin, Michael J.	Professor	Electrical and Computer Engineering		PhD	Brigham Young University	1997	
	5680fcc308ec5113dc70387714c056ae		Bennion, John S.	Associate Professor	English		PhD	University of Houston	1989	
	5680fcc308ec5113dc70387714c056ae		Boswell, Grant M.	Associate Professor	English		PhD	University of Southern California	1985	
	5680fcc308ec5113dc70387714c056ae		Burton, Gideon O.	Assistant Professor	English		PhD	University of Southern California	1994	
	5680fcc308ec5113dc70387714c056ae		Christiansen, Nancy L.	Associate Professor	English		PhD	University of California, Los Angeles	1994	
	5680fcc308ec5113dc70387714c056ae		Christianson, Frank	Associate Professor	English		PhD	Brown University	2004	
	5680fcc308ec5113dc70387714c056ae		Clark, Gregory D.	Professor	English		PhD	Rensselaer Polytechnic Institute	1985	
	5680fcc308ec5113dc70387714c056ae		Coombs, Dawan Lynn	Assistant Professor	English		PhD	University of Georgia	2012	
	5680fcc308ec5113dc70387714c056ae		Crisler, Jesse S.	Professor	English		PhD	University of South Carolina	1973	
	5680fcc308ec5113dc70387714c056ae		Crowe, Christopher E.	Professor	English		EdD	Arizona State University	1986	
	5680fcc308ec5113dc70387714c056ae		Cutchins, Dennis R.	Associate Professor	English		PhD	Florida State University	1997	
	5680fcc308ec5113dc70387714c056ae		Cutler, Edward S.	Associate Professor	English		PhD	University of California, San Diego	1997	
	5680fcc308ec5113dc70387714c056ae		Dean, Deborah M.	Professor	English		PhD	Seattle Pacific University	1999	
	5680fcc308ec5113dc70387714c056ae		Duerden, Richard Y.	Associate Professor	English		PhD	University of Chicago	1989	
	5680fcc308ec5113dc70387714c056ae		Eastley, Aaron	Associate Professor	English		PhD	University of California, San Diego	2003	
	5680fcc308ec5113dc70387714c056ae		Eliason, Eric A.	Professor	English		PhD	University of Texas, Austin	1998	
	5680fcc308ec5113dc70387714c056ae		Esplin, Emron	Assistant Professor	English		PhD	Michigan State University	2008	
	5680fcc308ec5113dc70387714c056ae		Eyring, Mary	Assistant Professor	English		PhD	University of California, San Diego	2012	
	5680fcc308ec5113dc70387714c056ae		Franklin, Joseph C.	Assistant Professor	English		PhD	Texas Tech University	2012	
	5680fcc308ec5113dc70387714c056ae		Grierson, Sirpa T.	Associate Professor	English		PhD	University of Southern Mississippi	1996	
	5680fcc308ec5113dc70387714c056ae		Hall, William	Assistant Professor	English		PhD	University of California at Santa Barbara	2010	
	5680fcc308ec5113dc70387714c056ae		Hansen, Kristine	Professor	English		PhD	University of Texas, Austin	1987	
	5680fcc308ec5113dc70387714c056ae		Hickman, Trenton L.	Associate Professor	English		PhD	State University of New York, Stony Brook	2000	
	5680fcc308ec5113dc70387714c056ae		Horrocks, Jamie	Assistant Professor	English		PhD	Indiana University	2010	
	5680fcc308ec5113dc70387714c056ae		Jackson, Brian D.	Associate Professor	English		PhD	University of Arizona	2007	
	5680fcc308ec5113dc70387714c056ae		Johnson, Kim	Professor	English		PhD	University of California, Berkeley	2003	
	5680fcc308ec5113dc70387714c056ae		Kerr, Jason	Assistant Professor	English		PhD	Boston College	2011	
	5680fcc308ec5113dc70387714c056ae		Larsen, Lance E.	Professor	English		PhD	University of Houston	1993	
	5680fcc308ec5113dc70387714c056ae		Lavers, Michael	Assistant Professor	English		PhD	University of Utah	2015	
	5680fcc308ec5113dc70387714c056ae		Lawrence, A. Keith	Associate Professor	English		PhD	University of Southern California	1987	
	5680fcc308ec5113dc70387714c056ae		Leman, Peter D.	Assistant Professor	English		PhD	UC Irvine	2011	
	5680fcc308ec5113dc70387714c056ae		Madden, Patrick	Associate Professor	English		PhD	Ohio University	2004	
	5680fcc308ec5113dc70387714c056ae		Mason, Nicholas A.	Professor	English		PhD	State University of New York at Stony Brook	1999	
	5680fcc308ec5113dc70387714c056ae		Matthews, Kristin	Associate Professor	English		PhD	University of Wisconsin, Madison	2004	
	5680fcc308ec5113dc70387714c056ae		McInelly, Brett C.	Professor	English		PhD	University of Cincinnati	2000	
	5680fcc308ec5113dc70387714c056ae		Muhlestein, Daniel K.	Assistant Professor	English		PhD	Rice University	1992	
	5680fcc308ec5113dc70387714c056ae		Ostenson, Jonathan	Assistant Professor	English		PhD	University of Utah	2010	
	5680fcc308ec5113dc70387714c056ae		Paul, Danette	Associate Professor	English		PhD	Pennsylvania State University	1996	
	5680fcc308ec5113dc70387714c056ae		Perry, Dennis R.	Associate Professor	English		PhD	University of Wisconsin, Madison	1986	
	5680fcc308ec5113dc70387714c056ae		Petersen, Zina N.	Associate Professor	English		PhD	Catholic University	1997	
	5680fcc308ec5113dc70387714c056ae		Roberts, Brian R.	Assistant Professor	English		PhD	University of Virginia	2008	
	5680fcc308ec5113dc70387714c056ae		Rowan, Jamin	Assistant Professor	English		PhD	Boston College	2008	
	5680fcc308ec5113dc70387714c056ae		Rudy, Jill T.	Associate Professor	English		PhD	Indiana University	1997	
	5680fcc308ec5113dc70387714c056ae		Siegfried, Brandie R.	Associate Professor	English		PhD	Brandeis University	1993	
	5680fcc308ec5113dc70387714c056ae		Snyder, Phillip A.	Associate Professor	English		PhD	University of North Carolina, Chapel Hill	1988	
	5680fcc308ec5113dc70387714c056ae		Stock, David	Assistant Professor	English		PhD	University of Wisconsin-Madison	2012	
	5680fcc308ec5113dc70387714c056ae		Talbot, John C.	Associate Professor	English		PhD	Boston University	2001	
	5680fcc308ec5113dc70387714c056ae		Thorne-Murphy, Leslee	Associate Professor	English		PhD	Brandeis University	2001	
	5680fcc308ec5113dc70387714c056ae		Thursby, Jacqueline	Professor	English		PhD	Bowling Green State University	1994	
	5680fcc308ec5113dc70387714c056ae		Tuttle, Stephen B.	Associate Professor	English		PhD	University of Utah	2006	
	5680fcc308ec5113dc70387714c056ae		Watts, Jarica	Assistant Professor	English		PhD	University of Utah	2011	
	5680fcc308ec5113dc70387714c056ae		Westover, Paul	Assistant Professor	English		PhD	Indiana University	2008	
	5680fcc308ec5113dc70387714c056ae		Wickman, Matthew F.	Associate Professor	English		PhD	University of California, Los Angeles	2000	
	5680fcc308ec5113dc70387714c056ae		Wilcox, Miranda	Assistant Professor	English		PhD	Notre Dame University	2006	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Bailey, Bruce W.	Associate Professor	Exercise Sciences		PhD	University of Kansas	2005	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Bruening, Dustin A.	Assistant P:rofessor	Exercise Sciences		PhD	University of Delaware	2009	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Davidson, Lance	Assistant Professor	Exercise Sciences		PhD	Queens University	2007	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Draper, David O.	Professor	Exercise Sciences		EdD	Northern Illinois University	1988	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Feland, J. Brent	Associate Professor	Exercise Sciences		PhD, PT	Brigham Young University	1999	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		George, James D.	Associate Professor	Exercise Sciences		PhD	Arizona State University	1995	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Hager, Ronald Lee	Associate Professor	Exercise Sciences		PhD	Arizona State University	1997	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Hopkins, J. Tyson	Professor	Exercise Sciences		PhD	Indiana State University	2000	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Hunter, Iain	Professor	Exercise Sciences		PhD	Oregon State University	2001	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Hyldahl, Robert D.	Assistant Professor	Exercise Sciences		PhD	University of Massachusetts Amherst	2011	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Johnson, A. Wayne	Associate Professor	Exercise Sciences		PhD, PT	Brigham Young University	2007	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		LeCheminant, James D.	Associate Professor	Exercise Sciences		PhD	University of Kansas	2005	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Mack, Gary W.	Professor	Exercise Sciences		PhD	University of Hawaii	1984	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Mitchell, Ulrike H.	Assistant Professor	Exercise Sciences		PhD, PT	Brigham Young University	2005	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Myrer, J. William	Professor	Exercise Sciences		PhD	Brigham Young University	1983	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Parcell, Allen C.	Professor	Exercise Sciences		PhD	Ball State University	1998	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Ridge, Sarah T.	Assistant Professor	Exercise Sciences		PhD	University of Delaware	2010	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Seeley, Matt	Associate Professor	Exercise Sciences		PhD	University of Kentucky	2006	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Tucker, Larry A.	Professor	Exercise Sciences		PhD	Southern Illinois University	1981	
	2a4c4ce71ea3372d9c5ddf616fc1fbb0		Vehrs, Pat R.	Associate Professor	Exercise Sciences		PhD	Brigham Young University	1991	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Bean, Roy A.	Associate Professor	Family Life		PhD	Brigham Young University	1997	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Bradford, Angela B.	Assistant Professor	Family Life		PhD	Auburn University	2012	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Busby, Dean M.	Professor	Family Life		PhD	Brigham Young University	1990	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Butler, Mark	Professor	Family Life		PhD	Texas Tech University	1996	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Carroll, Jason S.	Professor	Family Life		PhD	University of Minnesota	2001	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Coyne, Sarah	Associate Professor	Family Life		PhD	University of Central Lancashire	2004	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Crane, D. Russell	Professor	Family Life		PhD	Brigham Young University	1979	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Dollahite, David C.	Professor	Family Life		PhD	University of Minnesota	1988	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Draper, Thomas W.	Professor	Family Life		PhD	Emory University	1976	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Duncan, Stephen F.	Professor	Family Life		PhD	Purdue University	1988	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Dyer, W. Justin	Assistant Professor	Family Life		PhD	University of Illinois	2009	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Harper, James M.	Professor	Family Life		PhD	University of Minnesota, Minneapolis	1979	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Hart, Craig H.	Professor	Family Life		PhD	Purdue University	1987	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Hawkins, Alan J.	Professor	Family Life		PhD	Pennsylvania State University	1990	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Hill, Jeff	Professor	Family Life		PhD	Utah State University	1995	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Holmes, Erin K.	Associate Professor	Family Life		PhD	University of Texas at Austin	2006	
	aa4f2014c5a2b86bffa5b643cbaef0c0		James, Spencer L.	Assistant Professor	Family Life		PhD	Pennsylvania State University	2012	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Johnson, Lee	Assistant Professor	Family Life		PhD	Kansas State University	1998	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Larson, Jeffry H.	Professor	Family Life		PhD	Texas Tech University	1980	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Lee, Chien-ti	Assistant Professor	Family Life		PhD	Utah State University	2010	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Miller, Richard	Professor	Family Life		PhD	University of Southern California	1989	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Nelson, David A.	Professor	Family Life		PhD	University of Minnesota Institute of Child Develop	1999	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Nelson, Larry J.	Professor	Family Life		PhD	University of Maryland	2000	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Padilla-Walker, Laura	Associate Professor	Family Life		PhD	University of Nebraska, Lincoln	2005	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Porter, Chris	Associate Professor	Family Life		PhD	Purdue University	1996	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Robinson, Clyde C.	Associate Professor	Family Life		PhD	University of North Carolina, Greensboro	1982	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Roper, Susanne Olsen	Associate Professor	Family Life		PhD	University of Georgia	1992	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Sandberg, Jonathan G.	Professor	Family Life		PhD	Kansas State University	1998	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Willoughby, Brian J.	Assistant Professor	Family Life		PhD	University of Minnesota	2009	
	aa4f2014c5a2b86bffa5b643cbaef0c0		Yorgason, Jeremy B.	Associate Professor	Family Life		PhD	Virginia Tech	2003	
	788f519b1087a7f3378a0a252ed968c2		Cropper, Corry	Professor	French and Italian		PhD	University of Illinois	1998	
	788f519b1087a7f3378a0a252ed968c2		Erickson, Robert G.	Assistant Professor	French and Italian		PhD	Brigham Young University	2000	
	788f519b1087a7f3378a0a252ed968c2		Flood, Christopher	Assistant Professor	French and Italian		PhD	University of California, Los Angeles	2013	
	788f519b1087a7f3378a0a252ed968c2		Hudson, Robert J.	Assistant Professor	French and Italian		PhD	University of California, Los Angeles	2008	
	788f519b1087a7f3378a0a252ed968c2		LeBras, Yvon	Professor	French and Italian		PhD	Laval University	1992	
	788f519b1087a7f3378a0a252ed968c2		Lee, Daryl	Associate Professor	French and Italian		PhD	Yale University	1999	
	788f519b1087a7f3378a0a252ed968c2		Olivier, Marc	Associate Professor	French and Italian		PhD	University of Washington	1999	
	788f519b1087a7f3378a0a252ed968c2		Phenix, Sara	Assistant Professor	French and Italian		PhD	University of Pennsylvania	2013	
	788f519b1087a7f3378a0a252ed968c2		Sprenger, Anca Mitroi	Associate Professor	French and Italian		PhD	University of Southern California	1997	
	788f519b1087a7f3378a0a252ed968c2		Unlandt, Nicolaas G. W.	Associate Professor	French and Italian		DLitt	University of Amsterdam, Netherlands	1992	
	7079d9c8fdecee2e9308aae3793d9716		Bickmore, Barry R.	Professor	Geological Sciences		PhD	Virginia Polytechnical Institute and State University	1999	
	7079d9c8fdecee2e9308aae3793d9716		Britt, Brooks B.	Associate Professor	Geological Sciences		PhD	University of Calgary, Canada	1993	
	7079d9c8fdecee2e9308aae3793d9716		Carling, Gregory T.	Assistant Professor	Geological Sciences		PhD	University of Utah	2012	
	7079d9c8fdecee2e9308aae3793d9716		Christiansen, Eric H.	Professor	Geological Sciences		PhD	Arizona State University	1981	
	7079d9c8fdecee2e9308aae3793d9716		Dorais, Michael J.	Research Professor	Geological Sciences		PhD	University of Georgia	1987	
	7079d9c8fdecee2e9308aae3793d9716		Harris, Ron	Professor	Geological Sciences		PhD	University of London, England	1989	
	7079d9c8fdecee2e9308aae3793d9716		Keith, Jeffrey D.	Professor	Geological Sciences		PhD	University of Wisconsin	1982	
	7079d9c8fdecee2e9308aae3793d9716		Kowallis, Bart J.	Professor	Geological Sciences		PhD	University of Wisconsin, Madison	1981	
	7079d9c8fdecee2e9308aae3793d9716		McBride, John H.	Professor	Geological Sciences		PhD	Cornell University	1987	
	7079d9c8fdecee2e9308aae3793d9716		Morris, Thomas H.	Professor	Geological Sciences		PhD	University of Wisconsin, Madison	1986	
	7079d9c8fdecee2e9308aae3793d9716		Nelson, Stephen T.	Professor	Geological Sciences		PhD	University of California, Los Angeles	1991	
	7079d9c8fdecee2e9308aae3793d9716		Radebaugh, Jani	Associate Professor	Geological Sciences		PhD	University of Arizona	2005	
	7079d9c8fdecee2e9308aae3793d9716		Ritter, Scott M.	Professor	Geological Sciences		PhD	University of Wisconsin, Madison	1986	
	7079d9c8fdecee2e9308aae3793d9716		Rupper, Summer B.	Associate Professor	Geological Sciences		PhD	University of Washington	2007	
	08e55260316f52656946a77d6203d59a		Barnes, Michael D.	Professor	Health Science		PhD	Southern Illinois University	1993	
	08e55260316f52656946a77d6203d59a		Chaney, Robbie	Assistant Professor	Health Science		PhD	University of Cincinnati	2014	
	08e55260316f52656946a77d6203d59a		Cole, Eugene C.	Professor	Health Science		DrPH	University of North Carolina	1983	
	08e55260316f52656946a77d6203d59a		Crookston, Benjamin T.	Assistant Professor	Health Science		PhD	University of Utah	2009	
	08e55260316f52656946a77d6203d59a		Hall, P. Cougar	Associate Professor	Health Science		PhD	University of Utah	2008	
	08e55260316f52656946a77d6203d59a		Hanson, Carl L.	Professor	Health Science		PhD	Southern Illinois University	1994	
	08e55260316f52656946a77d6203d59a		Johnston, James D.	Assistant Professor	Health Science		PhD	University of Utah	2010	
	08e55260316f52656946a77d6203d59a		Lindsay, Gordon B.	Professor	Health Science		PhD	Ohio State University	1984	
	08e55260316f52656946a77d6203d59a		Magnusson, Brianna M.	Assistant Professor	Health Science		PhD	Virginia Commonwealth University	2011	
	08e55260316f52656946a77d6203d59a		Merrill, Ray M.	Professor	Health Science		PhD	Arizona State University	1994	
	08e55260316f52656946a77d6203d59a		Neiger, Brad L.	Professor	Health Science		PhD	University of Utah	1991	
	08e55260316f52656946a77d6203d59a		Novilla, M. Lelinneth	Associate Professor	Health Science		MD	University of the City of Manila	1990	
	08e55260316f52656946a77d6203d59a		Page, Randy M.	Professor	Health Science		PhD	Southern Illinois University	1982	
	08e55260316f52656946a77d6203d59a		Sloan, Chantel D.	Assistant Professor	Health Science		PhD	Dartmouth College	2009	
	08e55260316f52656946a77d6203d59a		Thacker, Evan L.	Assistant Professor	Health Science		PhD	University of Washington	2011	
	08e55260316f52656946a77d6203d59a		Thackeray, Rosemary	Professor	Health Science		PhD	University of Utah	2000	
	08e55260316f52656946a77d6203d59a		Thygerson, Steven M.	Assistant Professor	Health Science		PhD	Colorado State University	2006	
	08e55260316f52656946a77d6203d59a		West, Joshua	Assistant Professor	Health Science		PhD	University of California, San Diego	2008	
	564b8b635c1056f4994ac45b4c9cd849		Albrecht, Conan	Associate Professor	Information Systems		PhD	University of Arizona	2000	
	564b8b635c1056f4994ac45b4c9cd849		Allen, Gove	Associate Professor	Information Systems		PhD	University of Minnesota	2001	
	564b8b635c1056f4994ac45b4c9cd849		Anderson, Bonnie B.	Associate Professor	Information Systems		PhD	Carnegie Mellon University	2001	
	564b8b635c1056f4994ac45b4c9cd849		Dean, Douglas L.	Associate Professor	Information Systems		PhD	University of Arizona	1995	
	564b8b635c1056f4994ac45b4c9cd849		Liddle, Stephen W.	Professor	Information Systems		PhD	Brigham Young University	1995	
	564b8b635c1056f4994ac45b4c9cd849		Meservy, Rayman D.	Associate Professor	Information Systems		PhD	University of Minnesota	1985	
	564b8b635c1056f4994ac45b4c9cd849		Romney, Marshall B.	Professor	Information Systems		PhD	University of Texas, Austin	1977	
	564b8b635c1056f4994ac45b4c9cd849		Vance, Anthony	Associate Professor	Information Systems		PhD	Georgia State University	2009	
	f9270c1710d67fcacc2c8b217b3a3177		Bush, Michael D.	Associate Professor	Instructional Psychology and Technology		PhD	Ohio State	1983	
	f9270c1710d67fcacc2c8b217b3a3177		Davies, Randall S.	Assistant Professor	Instructional Psychology and Technology		PhD	Brigham Young University	2002	
	f9270c1710d67fcacc2c8b217b3a3177		Gibbons, Andrew S.	Professor	Instructional Psychology and Technology		PhD	Brigham Young University	1974	
	f9270c1710d67fcacc2c8b217b3a3177		Graham, Charles R.	Professor	Instructional Psychology and Technology		PhD	Indiana University	2002	
	f9270c1710d67fcacc2c8b217b3a3177		Larsen, Ross A.	Assistant Professor	Instructional Psychology and Technology		PhD	Texas A&M	2014	
	f9270c1710d67fcacc2c8b217b3a3177		Rich, Peter J.	Associate Professor	Instructional Psychology and Technology		PhD	University of Georgia	2007	
	f9270c1710d67fcacc2c8b217b3a3177		Sudweeks, Richard R.	Professor	Instructional Psychology and Technology		PhD	University of Illinois	1978	
	f9270c1710d67fcacc2c8b217b3a3177		West, Richard E.	Associate Professor	Instructional Psychology and Technology		PhD	University of Georgia	2009	
	f9270c1710d67fcacc2c8b217b3a3177		Williams, David D.	Professor	Instructional Psychology and Technology		PhD	University of Colorado	1981	
	f9270c1710d67fcacc2c8b217b3a3177		Yanchar, Stephen	Associate Professor	Instructional Psychology and Technology		PhD	Brigham Young University	1997	
	69174b2ce4c788e2e43ca68fb1a15438		Bateman, Blair	Associate Professor	Language Studies, Center for		PhD	University of Minnesota	2002	
	69174b2ce4c788e2e43ca68fb1a15438		Bell, Teresa	Assistant Professor	Language Studies, Center for		PhD	University of Arizona	2001	
	69174b2ce4c788e2e43ca68fb1a15438		Belnap, Kirk	Professor	Language Studies, Center for		PhD	University of Pennsylvania	1991	
	69174b2ce4c788e2e43ca68fb1a15438		Bourgerie, Dana	Professor	Language Studies, Center for		PhD	Ohio State University	1991	
	69174b2ce4c788e2e43ca68fb1a15438		Bown, Jennifer	Associate Professor	Language Studies, Center for		PhD	Ohio State University	2004	
	69174b2ce4c788e2e43ca68fb1a15438		Christensen, Matthew	Professor	Language Studies, Center for		PhD	Ohio State University	1994	
	69174b2ce4c788e2e43ca68fb1a15438		Clifford, Ray	Associate Dean; Professor	Language Studies, Center for		PhD	University of Minnesota	1977	
	69174b2ce4c788e2e43ca68fb1a15438		Damron, Julie	Assistant Professor	Language Studies, Center for		PhD	Purdue University	2000	
	69174b2ce4c788e2e43ca68fb1a15438		Dewey, Dan	Associate Professor	Language Studies, Center for		PhD	Carnegie Mellon University	2001	
	69174b2ce4c788e2e43ca68fb1a15438		Eggington, Bill	Professor	Language Studies, Center for		PhD	University of Southern California	1985	
	69174b2ce4c788e2e43ca68fb1a15438		Erickson, Robert	Assistant Professor	Language Studies, Center for		PhD	Brigham Young University	2000	
	69174b2ce4c788e2e43ca68fb1a15438		Henrichsen, Lynn	Professor	Language Studies, Center for		EdD	University of Hawaii	1987	
	69174b2ce4c788e2e43ca68fb1a15438		Knapp, Nieves	Associate Teaching Professor	Language Studies, Center for		PhD	University of Oviedo Spain	2003	
	69174b2ce4c788e2e43ca68fb1a15438		Lundberg, Grant	Professor	Language Studies, Center for		PhD	University of Kansas	1999	
	69174b2ce4c788e2e43ca68fb1a15438		Martinsen, Rob	Associate Professor	Language Studies, Center for		PhD	University of Texas	2007	
	69174b2ce4c788e2e43ca68fb1a15438		Montgomery, Cherice	Assistant Professor	Language Studies, Center for		PhD	Michigan State University	2009	
	69174b2ce4c788e2e43ca68fb1a15438		Moody, Stephen	Assistant Professor	Language Studies, Center for		PhD	University of Hawaii	2014	
	69174b2ce4c788e2e43ca68fb1a15438		Parkinson, Dilworth	Professor	Language Studies, Center for		PhD	University of Michigan	1975	
	69174b2ce4c788e2e43ca68fb1a15438		Sememoe, Wendy	Associate Professor	Language Studies, Center for		PhD	University of Illinois	2002	
	69174b2ce4c788e2e43ca68fb1a15438		Smith, Laura	Associate Professor	Language Studies, Center for		PhD	University of Wisconsin	2004	
	69174b2ce4c788e2e43ca68fb1a15438		Tanner, Mark	Assistant Professor	Language Studies, Center for		PhD	University of Pennsylvania	1991	
