course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
04415	011	DANCE	S	384	R	002		DAY	Ballroom Dnc, Intl Tech 3	Schulz, Dawid	1	MWFMWF	12:00pm12:00pm	12:50pm12:50pm	2206E RB 2206W RB 	AUDITION REQUIRED	0 / 26	0	
04414	008	DANCE	S	385	R	001		DAY	Latin Dance, Intl Tech 3	Holman, Sharon	1	MWF	10:00am	10:50am	270 RB 	AUDITION REQUIRED	8 / 35	0	
04414	008	DANCE	S	385	R	002		DAY	Latin Dance, Intl Tech 3	Keck, Brent	1	MWF	11:00am	11:50am	270 RB 	AUDITION REQUIRED	13 / 35	0	
04394	016	DANCE	S	386		001		DAY	Methods of Tchg Social Dance	Edgington, Marci	2	MWF	12:00pm	12:50pm	270 RB 		4 / 22	0	
06978	004	DANCE	S	388	R	001		DAY	Bllrm Dnc Performance Intrmd	Keck, Brent	1	MWF	1:00pm	1:50pm	270 RB 	TEAM TAUGHTAUDITION REQUIRED	3 / 34	0	
06978	004	DANCE	S	388	R	002		DAY	Bllrm Dnc Performance Intrmd	Denney, Betsy	1	MWF	2:00pm	2:50pm	270 RB 	TEAM TAUGHTAUDITION REQUIRED	2 / 34	0	
06978	004	DANCE	S	388	R	003		DAY	Bllrm Dnc Performance Intrmd	Stolle, Nicole	1	MWF	3:00pm	3:50pm	270 RB 	TEAM TAUGHTAUDITION REQUIRED	2 / 34	0	
04407	009	DANCE	S	390	R	001		DAY	Ballet Technique 3	Willis, Karyn	2.5	MTWThF	12:00pm	1:25pm	162 RB 	AUDITION REQUIRED	0 / 25	0	
06979	007	DANCE	S	391	R	001		DAY	Ballet Technique 4	Parov, Ashley	2.5	MWFTTh	12:00pm1:30pm	1:25pm2:50pm	283 RB 283 RB 	AUDITION REQUIRED	6 / 25	0	
06461	012	DANCE	S	392	R	001		DAY	Ballet Pointe 1	Willis, Karyn	.5	TTh	1:30pm	2:25pm	162 RB 	DANCE 392R section 001:  Enrollment in Dance 392R section 001 requires concurrent enrollment in Dance 390R section 001.TEACHER APPROVAL	20 / 25	0	
06981	009	DANCE	S	393	R	001		DAY	Ballet Pointe 2	Wood, Suzi	1	MWF	1:30pm	2:25pm	162 RB 	Enrollment in DANCE 393R requires concurrent enrollment in DANCE 390R section 001 or DANCE 391R section 001.This class is for WOMEN only.TEACHER APPROVAL	16 / 25	0	
07416	011	DANCE	S	399	R	001		DAY	Academic Internship	Christensen, Janielle	4V	TBA	TBA	TBA	TBA 	DANCE 399R: An APPROVED&
06319	000	DANSH	S	201		001		EVENING	2nd-Year Danish	Jepsen, Paul	4	MWF	5:00pm	6:20pm	2110 JKB 		6 / 15	0	
09234	004	DES	S	111		001		EVENING	Design Seminar	Lynn, Chris	1	Th	4:00pm	5:50pm	3108 JKB 	This class is for majors only.	27 / 265	0	
11512	001	DES	S	114		001		DAY	Drawing	Parker, Michael	3	MWF	11:00am	12:50pm	A550 HFAC 	This class is for majors only.	0 / 18	0	
11512	001	DES	S	114		002		DAY	Drawing	Hale, Kendall	3	MW	08:00am	10:50am	3111 JKB 	This class is for majors only.	0 / 18	0	
11512	001	DES	S	114		003		DAY	Drawing	Barton, Jennifer	3	MW	08:00am	10:50am	A540 HFAC 	This class is for majors only.	1 / 18	0	
11512	001	DES	S	114		004		DAY	Drawing	Hughes, Daniel	3	TThF	12:00pm	1:50pm	3115 JKB 	This class is for majors only.	0 / 18	0	
11512	001	DES	S	114		005		DAY	Drawing	Bowen, Mark	3	MW	08:00am	10:50am	A530 HFAC 	This class is for majors only.	0 / 18	0	
11512	001	DES	S	114		006		EVENING	Drawing	Kunz, Justin	3	TTh	4:00pm	6:50pm	A540 HFAC 	This class is for majors only.	4 / 18	0	
11513	001	DES	S	115		001		DAY	Composition	Reynolds, Linda	3	MW	1:00pm	3:50pm	A540 HFAC 	This class is for majors only.	0 / 18	0	
11513	001	DES	S	115		002		DAY	Composition	Baker, Ashley	3	TTh	1:00pm	3:50pm	A530 HFAC 	This class is for majors only.	0 / 18	0	
11513	001	DES	S	115		003		DAY	Composition	Thompson, Roland	3	MW	12:00pm	2:50pm	3111 JKB 	This class is for majors only.	0 / 18	0	
11513	001	DES	S	115		004		DAY	Composition	Barton, Jennifer	3	TTh	08:00am	10:50am	3115 JKB 	This class is for majors only.	0 / 18	0	
11513	001	DES	S	115		005		DAY	Composition	Duke, Leslie	3	MW	1:00pm	3:50pm	A550 HFAC 	This class is for majors only.	0 / 18	0	
11513	001	DES	S	115		006		EVENING	Composition	Thompson, Roland	3	TTh	7:00pm	9:50pm	A530 HFAC 	This class is for majors only.	1 / 18	0	
11513	001	DES	S	115		008		EVENING	Composition	Gerhart, Suzy	3	TTh	7:00pm	9:50pm	A540 HFAC 	This class is for majors only.	4 / 18	0	
11513	001	DES	S	115		009		EVENING	Composition	Reynolds, Linda	3	MW	4:00pm	6:50pm	A540 HFAC 	This class is for majors only.	1 / 18	0	
01534	006	DES	S	496	R	001		DAY	Academic Internship	Schiffman, Sonya	6V	TBA	TBA	TBA	TBA 	DES 496R: An APPROVED&
11938	001	DESAN	S	131		001		DAY	Figure Drawing for Animators	Hale, Kendall	3	MWF	11:00am	12:50pm	A560 HFAC 	This class is for majors only.	2 / 18	0	
10278	003	DESAN	1	160		001		DAY	Intro to 2D Animation Skills	Loosli, Kelly	1.5	MW	09:00am	11:50am	F230 HFAC 	This class is for majors only.	0 / 15	0	
10278	003	DESAN	2	160		002		DAY	Intro to 2D Animation Skills	Loosli, Kelly	1.5	MW	09:00am	11:50am	F230 HFAC 	This class is for majors only.	1 / 15	0	
10806	002	DESAN	S	250	R	001		DAY	Gesture Drawing	Nielson, Sam	3	TTh	6:00pm	8:50pm	B531 HFAC 	This class is for majors only.	0 / 15	0	
10280	003	DESAN	S	260		001		DAY	Basic Storyboarding	Loosli, Kelly	3	MW	1:00pm	2:50pm	F230 HFAC 	This class is for majors only.	0 / 20	0	
11941	001	DESAN	S	265		001		EVENING	Drawing for Animation	Olson, Joe	3	TTh	6:00pm	8:50pm	F230 HFAC 	This class is for majors only.	0 / 15	0	
10283	003	DESAN	S	361	R	001		DAY	Vis Dev & Character Design	Nielson, Sam	3	TTh	1:00pm	2:50pm	F430 HFAC 	This class is for majors only.	0 / 25	0	
10807	002	DESAN	S	362	R	001		DAY	2-D Character Animation	Hogan, Cynthia	3	TTh	3:00pm	5:50pm	F230 HFAC 	This class is for majors only.	3 / 15	0	
11943	001	DESAN	S	365	R	001		EVENING	Digital Painting	Nielson, Sam	3	TTh	4:00pm	5:50pm	F250 HFAC 	This class is for majors only.	0 / 18	0	
11944	001	DESAN	S	460		001		DAY	Business & Ethics in Animation	Hogan, Cynthia	2	W	3:00pm	5:50pm	A410 HFAC 	This class is for majors only.	0 / 15	0	
10552	001	DESAN	S	494	R	001		DAY	Spec Problems in Animation	Loosli, Kelly	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	1 / 5	0	
10552	001	DESAN	S	494	R	002		DAY	Spec Problems in Animation	Hogan, Cynthia	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	11 / 15	0	
10808	002	DESAN	S	497	R	001		DAY	BFA Independent Film Productn	Loosli, Kelly	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	9 / 10	0	
10808	002	DESAN	S	497	R	002		DAY	BFA Independent Film Productn	Hogan, Cynthia	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	10 / 10	0	
10559	002	DESAN	S	498	R	001		DAY	Directed Studies in Animation	Loosli, Kelly	6V	TBA	TBA	TBA	TBA 	This class is for majors only.	4 / 5	0	
10559	002	DESAN	S	498	R	002		DAY	Directed Studies in Animation	Hogan, Cynthia	6V	TBA	TBA	TBA	TBA 	This class is for majors only.	5 / 5	0	
00465	005	DESGD	S	243		001		DAY	Typography 1	Gibson, Luke	3	MW	11:00am	1:50pm	A460 HFAC 	This class is for majors only.	0 / 20	0	
00465	005	DESGD	S	243		002		EVENING	Typography 1	Mendoza, Nick	3	TTh	5:00pm	8:00pm	F270 HFAC 	This class is for majors only.	1 / 19	0	
07563	005	DESGD	S	245		001		EVENING	Design 1	Wood, Sam	3	TTh	7:00pm	9:50pm	A450 HFAC 	This class is for majors only.	0 / 18	0	
07563	005	DESGD	S	245		002		EVENING	Design 1	Mansfield, Ryan	3	TTh	7:00pm	9:50pm	A460 HFAC 	This class is for majors only.	3 / 18	0	
12314	001	DESGD	S	248	R	001		DAY	Letterpress Studio	Buchert, Robert	3	TTh	08:00am	10:50am	111 B67 		0 / 18	0	
10536	002	DESGD	S	280		001		DAY	Media Design 1	Barson, Brent	3	MW	08:00am	10:50am	A450 HFAC 	This class is for majors only.	0 / 15	0	
10536	002	DESGD	S	280		003		DAY	Media Design 1	Barson, Brent	3	MW	3:00pm	5:50pm	A450 HFAC 	This class is for majors only.	0 / 15	0	
00466	016	DESGD	S	340		001		DAY	Branding 1	Crosby, Chris	3	TTh	4:00pm	6:50pm	A460 HFAC 	This class is for majors only.MAJORS ONLY	1 / 18	0	
07535	004	DESGD	S	343		001		DAY	Typography 2	Pulfer, Adrian	3	TTh	1:00pm	3:50pm	A450 HFAC 	This class is for majors only.MAJORS ONLY	3 / 18	0	
03274	006	DESGD	S	349		001		EVENING	History of Graphic Desgn	Gibson, Luke	3	MW	5:30pm	6:45pm	2104 JKB 		3 / 50	0	
10539	001	DESGD	S	360		001		DAY	Interactive Design 1	Elder, Ray	3	TTh	08:00am	10:50am	A460 HFAC 	This class is for majors only.MAJORS ONLY	10 / 18	0	
10539	001	DESGD	S	360		002		DAY	Interactive Design 1	Elder, Ray	3	TTh	1:00pm	3:50pm	A460 HFAC 	This class is for majors only.	3 / 19	0	
10542	001	DESGD	S	380		001		DAY	Motion 1	Barson, Brent	3	MW	11:00am	1:50pm	A450 HFAC 	This class is for majors only.	0 / 15	0	
10553	001	DESGD	S	394	R	003		DAY	Special Topics	Elder, Ray	3	WF	3:00pm08:00am	4:50pm11:50am	3115 JKB A460 HFAC 	This class is for majors only.	0 / 15	0	
07724	004	DESGD	S	440		001		DAY	Branding 2	Pulfer, Adrian	3	TTh	4:00pm	6:50pm	A450 HFAC 	This class is for majors only.	0 / 15	0	
07722	006	DESGD	S	441	R	001		DAY	Design Lab	Reynolds, Linda	3	MW	08:00am	10:50am	A460 HFAC 	This class is for majors only.	0 / 15	0	
10556	001	DESGD	S	497	R	001		DAY	BFA Capstone Project	Gillett, Eric	3V	TTh	08:00am	10:50am	A450 HFAC 	This class is for majors only.	0 / 15	0	
10560	002	DESGD	S	498	R	001		DAY	Directed Studies in GraphicDes	Barson, Brent	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
10560	002	DESGD	S	498	R	002		DAY	Directed Studies in GraphicDes	Elder, Ray	6V	TBA	TBA	TBA	TBA 		3 / 5	0	
10560	002	DESGD	S	498	R	003		DAY	Directed Studies in GraphicDes	Mansfield, Ryan	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
11921	001	DESIL	S	131		001		EVENING	Figure Drawing:  Illustrators	Harmon, Kristi	3	MW	4:00pm	6:50pm	A550 HFAC 	This class is for majors only.	2 / 18	0	
11921	001	DESIL	S	131		002		EVENING	Figure Drawing:  Illustrators	Parker, Michael	3	TTh	4:00pm	6:50pm	A550 HFAC 	This class is for majors only.	3 / 18	0	
11921	001	DESIL	S	131		003		EVENING	Figure Drawing:  Illustrators	Barksdale, Chad	3	TTh	7:00pm	9:50pm	A560 HFAC 	This class is for majors only.	0 / 18	0	
10935	002	DESIL	S	250		001		DAY	Intermediate Life Drawing	Andersen, Bethanne	3	TTh	08:00am	10:50am	A560 HFAC 	This class is for majors only.	0 / 15	0	
07339	005	DESIL	S	251		001		DAY	Illustration 1	Duke, Leslie	3	TTh	08:00am	10:50am	A540 HFAC 	DESIL 251 section 001: Illustration majors only.This class is for majors only.	2 / 18	0	
07339	005	DESIL	S	251		002		DAY	Illustration 1	Nabaum, Alex	3	TTh	1:00pm	3:50pm	A540 HFAC 	DESIL 251 section 002: Graphic Design majors only.This class is for majors only.	2 / 18	0	
10809	003	DESIL	S	310		001		DAY	Intermed. Digital Illustration	Dibble, David	3	MW	2:00pm	4:50pm	F250 HFAC 	This class is for majors only.	0 / 15	0	
07690	006	DESIL	S	350	R	001		DAY	Advanced Life Drawing	Parker, Michael	3	MW	08:00am	10:50am	A560 HFAC 	This class is for majors only.	2 / 15	0	
07690	006	DESIL	S	350	R	002		DAY	Advanced Life Drawing	Barrett, Robert T	3	TTh	1:00pm	3:50pm	A560 HFAC 	This class is for majors only.	1 / 15	0	
07537	006	DESIL	S	351		001		DAY	Illustration 2	Kunz, Justin	3	MW	1:00pm	3:50pm	A560 HFAC 	This class is for majors only.	0 / 15	0	
07537	006	DESIL	S	351		002		DAY	Illustration 2	Bowen, Mark	3	MW	4:00pm	6:50pm	A560 HFAC 	This class is for majors only.	0 / 15	0	
08762	007	DESIL	S	353		001		DAY	Narrative Illustration	Andersen, Bethanne	3	TTh	1:00pm	3:50pm	A550 HFAC 	This class is for majors only.	0 / 20	0	
08762	007	DESIL	S	353		002		DAY	Narrative Illustration	Hughes, Daniel	3	TTh	1:00pm	3:50pm	F455 HFAC 	This class is for majors only.	4 / 15	0	
10810	001	DESIL	S	357		001		EVENING	Sketchbook	Andersen, Bethanne	3	TTh	4:00pm	6:50pm	A530 HFAC 	This class is for majors only.	2 / 15	0	
10811	001	DESIL	S	358		001		EVENING	Character Design	Malan, David	3	TTh	7:00pm	9:50pm	A470 HFAC 	This class is for majors only.	0 / 18	0	
09003	004	DESIL	S	450	R	001		DAY	Painting the Human Head	Barrett, Robert T	3	TTh	4:00pm	6:50pm	A560 HFAC 	This class is for majors only.	5 / 15	0	
07728	006	DESIL	S	451		001		DAY	Senior Illustration Studio 1	Barrett, Robert T	3	TTh	08:00am	10:50am	A550 HFAC 	This class is for majors only.	4 / 15	0	
07726	004	DESIL	S	453		001		DAY	Illustration 4	Dibble, David	3	MW	08:00am	10:50am	A550 HFAC 	This class is for majors only.	6 / 20	0	
12315	002	DESIL	S	457		001		DAY	Concept Design	Kunz, Justin	3	MW	08:00am	10:50am	F250 HFAC 		2 / 15	0	
10550	001	DESIL	S	488		001		EVENING	Prof Practices for Illustrator	Creek, Christopher	2	TTh	4:00pm	5:50pm	1004 JKB 	This class is for majors only.	0 / 25	0	
10554	001	DESIL	S	494	R	001		DAY	Spec Problems in Illustration	Kunz, Justin	3V	TBA	TBA	TBA	TBA 		0 / 5	0	
10554	001	DESIL	S	494	R	002		DAY	Spec Problems in Illustration	Barrett, Robert T	3V	TBA	TBA	TBA	TBA 		5 / 5	0	
10554	001	DESIL	S	494	R	003		DAY	Spec Problems in Illustration	Andersen, Bethanne	3V	TBA	TBA	TBA	TBA 		4 / 5	0	
10554	001	DESIL	S	494	R	004		DAY	Spec Problems in Illustration	Dibble, David	3V	TBA	TBA	TBA	TBA 		4 / 5	0	
10557	001	DESIL	S	497	R	001		DAY	BFA Illustration Final Project	Andersen, Bethanne	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	0 / 5	0	
10557	001	DESIL	S	497	R	002		DAY	BFA Illustration Final Project	Barrett, Robert T	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	0 / 5	0	
10557	001	DESIL	S	497	R	003		DAY	BFA Illustration Final Project	Kunz, Justin	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	1 / 5	0	
10557	001	DESIL	2	497	R	004		DAY	BFA Illustration Final Project	Barrett, Robert T	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	5 / 5	0	
10557	001	DESIL	S	497	R	005		DAY	BFA Illustration Final Project	Dibble, David	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	0 / 5	0	
10557	001	DESIL	2	497	R	006		DAY	BFA Illustration Final Project	Kunz, Justin	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	4 / 5	0	
10561	002	DESIL	S	498	R	001		DAY	Directed Studies in Illustratn	Barrett, Robert T	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
10561	002	DESIL	2	498	R	002		DAY	Directed Studies in Illustratn	Barrett, Robert T	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
12075	001	DESPH	S	116		001		DAY	Introduction to Photography	Bunker, Chris	3	TTh	08:00am	10:50am	F270 HFAC 	This class is for majors only.	4 / 19	0	
12075	001	DESPH	S	116		002		DAY	Introduction to Photography	Graham, Robert	3	TTh	1:00pm	3:50pm	F270 HFAC 	This class is for majors only.	3 / 19	0	
12075	001	DESPH	S	116		003		DAY	Introduction to Photography	Barrett, Brenda	3	MW	2:00pm	4:50pm	A460 HFAC 	This class is for majors only.	1 / 19	0	
12075	001	DESPH	S	116		004		DAY	Introduction to Photography	Bunker, Chris	3	MW	11:00am	1:50pm	F270 HFAC 	This class is for majors only.	0 / 19	0	
12075	001	DESPH	S	116		005		EVENING	Introduction to Photography	Bunker, Chris	3	MW	4:00pm	6:50pm	F270 HFAC 	This class is for majors only.	0 / 19	0	
10936	002	DESPH	S	120		001		DAY	Intro to Digital Imaging	Adams, Paul	3	TTh	1:00pm	3:50pm	F250 HFAC 	This class is for majors only.	2 / 19	0	
12638	000	DESPH	S	140		001		DAY	Introduction to Lighting	Garns, Jerry	3	MW	11:00am	1:50pm	A232 HFAC 		0 / 19	0	
12639	000	DESPH	S	260		001		DAY	Moving Image & Video Art 1	Graham, Robert	3	MWMW	2:00pm4:00pm	4:00pm4:50pm	F270 HFAC A232 HFAC 		2 / 19	0	
10535	001	DESPH	S	270		001		DAY	Intro to B/W Photography	Barrett, Brenda	3	MW	11:00am	1:50pm	F474 HFAC 	This class is for majors only.	1 / 18	0	
01377	007	DESPH	S	372		001		DAY	Still Life Photography	Garns, Jerry	3	TTh	08:00am	10:50am	A232 HFAC 	This class is for majors only.	4 / 15	0	
09729	003	DESPH	S	373		001		DAY	Practicum in Photography	Graham, Robert	3	MW	08:00am	10:50am	A232 HFAC 		9 / 15	0	
07879	004	DESPH	S	379		001		DAY	History of Photography	Swensen, James	3	TTh	09:30am	10:45am	260 MOA 		0 / 18	0	
11265	001	DESPH	S	475		001		DAY	Adv Location Photography	Garns, Jerry	3	MW	08:00am	10:50am	166 MCKB 	This class is for majors only.	1 / 15	0	
00468	005	DESPH	S	478		001		DAY	Fine Art Photography	Adams, Paul	3	MW	09:00am	10:50am	F270 HFAC 	This class is for majors only.	1 / 15	0	
10555	001	DESPH	S	494	R	001		DAY	Spec Problems in Photography	Adams, Paul	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	5 / 5	0	
10555	001	DESPH	S	494	R	002		DAY	Spec Problems in Photography	Graham, Robert	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	5 / 5	0	
10558	001	DESPH	S	497	R	001		DAY	BFA Photography Final Project	Adams, Paul	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	0 / 5	0	
10558	001	DESPH	S	497	R	002		DAY	BFA Photography Final Project	Garns, Jerry	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	3 / 8	0	
10558	001	DESPH	S	497	R	003		DAY	BFA Photography Final Project	Graham, Robert	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	4 / 5	0	
10562	002	DESPH	S	498	R	001		DAY	DirectedStudies in Photography	Adams, Paul	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
10562	002	DESPH	S	498	R	002		DAY	DirectedStudies in Photography	Garns, Jerry	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
09300	002	DIGHT	S	210		001		DAY	Hum Tech: Tools & Skills	Asay, Devin	3	MW	12:00pm	1:20pm	B181 JFSB 		12 / 25	0	
12360	000	DIGHT	S	215		001		DAY	Intro to Digital Humanities	Lloyd, Adam	3	TTh	3:00pm	4:20pm	B013 JFSB 		2 / 25	0	
10347	002	DIGHT	S	230		001		DAY	Intro to Print Publishing	Willder, Erin	3	TTh	12:00pm	1:20pm	B181 JFSB 		0 / 25	0	
10347	002	DIGHT	S	230		002		DAY	Intro to Print Publishing	Gardner, Gary	3	MW	10:00am	11:20am	B181 JFSB 		0 / 25	0	
10347	002	DIGHT	S	230		003		EVENING	Intro to Print Publishing	Johnson, Christina	3	TTh	4:00pm	5:20pm	B181 JFSB 		0 / 25	0	
10347	002	DIGHT	S	230		004		EVENING	Intro to Print Publishing	Stewart, Kristy	3	S	09:00am	12:00pm	B181 JFSB 		14 / 25	0	
10348	002	DIGHT	S	250		001		DAY	Web Publishing	Browne, Jeremy	3	TTh	09:30am	10:45am	B181 JFSB 		3 / 25	0	
10348	002	DIGHT	S	250		002		EVENING	Web Publishing	Gibbons, Matthew	3	MW	5:30pm	6:50pm	B181 JFSB 		2 / 25	0	
12542	000	DIGHT	S	270		001		DAY	Introduction to Localization	Browne, Jeremy Eggett, Dale[+]	3	TTh	5:00pm	6:20pm	B013 JFSB 		11 / 25	0	
11399	001	DIGHT	S	350		001		EVENING	Web Information Technologies	Gibbons, Matthew	3	MW	4:00pm	5:20pm	B181 JFSB 		13 / 25	0	
12502	000	DIGHT	S	360		001		DAY	Text Processing and Analysis	Egbert, Jesse	3	TTh	1:35pm	2:50pm	B161 JFSB 		2 / 5	0	
09306	001	DIGHT	S	495	R	001		DAY	Digital Humanities Project	Browne, Jeremy	3V	Th	11:00am	11:50am	B164 JFSB 		19 / 20	0	
11342	001	DIGHT	S	496	R	001		DAY	Technology Internship	Browne, Jeremy	3V	TBA	TBA	TBA	TBA 	DIGHT 496R: An APPROVED&
01565	005	DUTCH	S	340		001		EVENING	Intro to Dutch Literature	Unlandt, Nicolaas	3	TTh	5:00pm	6:15pm	B140 JFSB 		3 / 26	0	
01714	005	EC EN	S	191		001		DAY	New Student Seminar	Hawkins, Aaron	.5	Th	11:00am	11:50am	W111 BNSN 		67 / 248	0	
08778	001	EC EN	S	199	R	001		DAY	Academic Internship	Lee, D. J.	3V	TBA	TBA	TBA	TBA 	EC EN 199R: An APPROVED&
12092	001	ECE	S	202		001		DAY	Fndnts of Child Development	Bigelow, Ann	3	MW	1:00pm	2:20pm	1081 JFSB 	This class is for majors only.	27 / 60	0	
12092	001	ECE	S	202		002		DAY	Fndnts of Child Development	Ure, Anne	3	TTh	12:30pm	2:00pm	1081 JFSB 	This class is for majors only.	19 / 50	0	
12369	000	ECE	S	331		001		DAY	ECE DAP Seminar	Haws, Dorie Willcocks, Brad[+]	1	F	08:00am	08:50am	1100 JFSB 		13 / 25	0	
12370	000	ECE	S	332		001		DAY	ECE DAP Practicum	Haws, Dorie Willcocks, Brad[+]	3	MW	07:45am	11:30am	1100 JFSB 		3 / 8	0	
12370	000	ECE	S	332		002		DAY	ECE DAP Practicum	Haws, Dorie Willcocks, Brad[+]	3	TTh	07:45am	11:30am	1100 JFSB 		1 / 7	0	
12370	000	ECE	S	332		003		DAY	ECE DAP Practicum	Haws, Dorie Willcocks, Brad[+]	3	MW	12:30pm	4:15pm	1100 JFSB 		1 / 7	0	
12059	001	ECE	S	335		001		DAY	ECE Integration Methods	Borup, Beth	3	TTh	1:30pm	2:50pm	230 MCKB 	ECE 335 section 001: For ECE Majors onlyThis class requires departmental approval.	7 / 25	0	
12059	001	ECE	S	335		002		DAY	ECE Integration Methods	MacKay, Kathie	3	MWMW	2:00pm2:00pm	3:50pm3:50pm	230 MCKB 238 MCKB 	ECE 335 section 002: For EL ED Majors onlyThis class requires departmental approval.	4 / 32	0	
12059	001	ECE	S	335		003		DAY	ECE Integration Methods	Korth, Byran	3	MW	2:00pm	3:50pm	220 MCKB 	ECE 335 section 003:&
01567	001	ECON	S	110		001		DAY	Econ Principles & Problems	Kearl, Jim	3	TTh	09:30am	10:45am	140 JSB 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	222 / 750	0	
01567	001	ECON	S	110		002		DAY	Econ Principles & Problems	Showalter, Mark	3	TTh	3:00pm	4:15pm	W111 BNSN 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	53 / 250	0	
01567	001	ECON	S	110		003		DAY	Econ Principles & Problems	Pope, Arden	3	MWF	08:00am	08:50am	250 SWKT 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	38 / 280	0	
01567	001	ECON	S	110		004		SALT LAKE	Econ Principles & Problems	Brignone, Joe	3	T	5:15pm	7:40pm	413 SLC 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	3 / 60	0	
01567	001	ECON	S	110		005		SALT LAKE	Econ Principles & Problems	Brignone, Joe	3	T	7:45pm	9:50pm	413 SLC 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	6 / 60	0	
01567	001	ECON	S	110		006		SALT LAKE	Econ Principles & Problems	Mackay, Bret	3	M	4:15pm	6:40pm	411 SLC 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	42 / 60	0	
01567	001	ECON	S	110		007		SALT LAKE	Econ Principles & Problems	Dean, Phil	3	Th	5:15pm	7:40pm	316 SLC 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	20 / 40	0	
01567	001	ECON	S	110		008		SALT LAKE	Econ Principles & Problems	Dean, Phil	3	Th	7:45pm	9:50pm	316 SLC 	ECON 110: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	27 / 40	0	
08735	001	ECON	S	199	R	001		DAY	Academic Internship	Evans, Rick	.5	TBA	TBA	TBA	TBA 	ECON 199R: An APPROVED&
12102	000	EDLF	S	201		001		DAY	Foundations of Education	Richards, Legrand	3	M	4:00pm	6:50pm	238 MCKB 		1 / 32	0	
12102	000	EDLF	S	201		002		DAY	Foundations of Education	Mayes, Clifford	3	T	4:00pm	6:50pm	166 MCKB 		3 / 32	0	
12102	000	EDLF	S	201		003		DAY	Foundations of Education	Ferrin, Scott	3	Th	4:00pm	6:50pm	166 MCKB 		8 / 32	0	
12102	000	EDLF	S	201		004		DAY	Foundations of Education	Henshaw, Vernon	3	W	4:00pm	6:50pm	166 MCKB 		1 / 32	0	
12102	000	EDLF	S	201		005		DAY	Foundations of Education	Richards, Legrand	3	M	4:00pm	6:50pm	230 MCKB 		0 / 5	0	
09652	003	EDLF	S	362		001		DAY	Intro International Dev Ed	Geo-JaJa, MacLeans	3	MW	11:00am	12:20pm	166 MCKB 		16 / 25	0	
11962	000	EDLF	S	601		001		DAY	Ldrshp for Learng Communities	Boren, David	2	T	4:30pm	6:30pm	319 MCKB 		0 / 20	0	
11962	000	EDLF	S	601		002		DAY	Ldrshp for Learng Communities	Boren, David	2	W	09:00am	10:50am	319 MCKB 		9 / 20	0	
02463	004	EDLF	S	602		001		DAY	Strat Ldrshp for Sch Improvmnt	Hite, Julie	3	M	4:30pm	7:30pm	319 MCKB 		8 / 20	0	
02463	004	EDLF	S	602		002		DAY	Strat Ldrshp for Sch Improvmnt	Hite, Julie	3	W	11:00am	1:50pm	319 MCKB 	EDLF 602 section 002: For the LPP Cohort ONLY.	9 / 20	0	
09734	001	EDLF	S	635	R	001		DAY	Reflective Internship Seminar	Sorensen, Chris	3V	W	7:30pm	8:30pm	319 MCKB 		3 / 20	0	
09734	001	EDLF	S	635	R	002		DAY	Reflective Internship Seminar	Poulsen, Denis	3V	W	3:00pm	4:15pm	319 MCKB 	EDLF 635R section 002: LPP Cohort only	9 / 20	0	
